,station_name,district_name,block_name,basin_name,sub_basin_name,basin_id,date_collection,PH.1,TEMPERATURE,TOTAL DISSOLVED SOLIDS(mg/L),TOTAL HARDNESS(mg/L),DISSOLVED OXYGEN(mg/L),BIOCHEMICAL OXYGEN DEMAND(mg/L)
4921,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2010 00:00,7.8,27,501.0015065,213.262,5.739392059,3.147871418
6094,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-01-2010 00:00,7.69,27.5,235.9125865,80.0813,6.353785822,0.81225405
6496,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-01-2010 00:00,8,23.5,67.53105369,67.4437,7.172576603,0.80150308
6577,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2010 00:00,7.95,24,463.5465199,230,6.26,0.59
7228,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-01-2010 00:00,7.94,24,115.4423401,92.5,7,2.5
7595,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2010 00:00,8.585641026,24,205.0767525,123.7612122,7.163735786,1.751713831
7824,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-01-2010 00:00,8.34,32,374.3843051,108.507,7.2,1.2
8378,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-01-2010 00:00,7.2,23.1,190,127.6506379,6.263904322,1.875844952
8760,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2010 00:00,7.33,23,124,72.45,4.51,0.62
10201,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2010 00:00,7.13,18,-265.4967942,28.15,8.47,-0.149809442
2005,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-01-2011 00:00,7.75,25,88.1897333,52.175,6.8918189,0.458563201
4655,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-01-2013 00:00,8.2,34.23174458,954,225.475,2.800380362,3.483466986
4829,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2013 00:00,8.14,27.84160736,701,266.738,4.831185463,4.201034659
6113,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-01-2013 00:00,8,25.5,228.7475956,110.038,6.658598693,1.435958468
6662,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2013 00:00,8.32,19,424.6153562,309.495,7.12,2.5
7265,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-01-2013 00:00,8.16,23,178.9522195,84.9583,6,0.5
7581,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2013 00:00,7.97,25,284.8607482,144.799,6.510442026,2.064817568
7796,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-01-2013 00:00,8.557186878,25,235.2667484,121.3949042,7.024255954,1.65836407
8417,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-01-2013 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
8740,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2013 00:00,7.5,24,134,98.333,6.635853058,2.1
10220,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2013 00:00,6.8,18.5,-203.5827217,23.1,7.32501307,0.292965423
4712,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7.9,25.5,802.883964,380.438,5.062383888,6.125119428
4837,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7.14,24.5,159.7311127,94.2063,6.325192088,1.213481112
6272,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7.85,23.5,254.2983506,155.406,6.57690469,2.326903611
6367,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7.66,20,252,160.833,4.689852635,6.8
6675,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7.77,28.68533601,500,153.182,4.991380295,2.214979145
7728,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2014 00:00,8.6,22,249.385671,178.087,7.140949496,2.798401504
8041,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-01-2014 00:00,7.7,28.5,450,157.3178031,5.60265985,2.141990088
8428,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-01-2014 00:00,7,24.5,219.9271537,122.619418,6.075253487,1.705072867
8468,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2014 00:00,8.02,25.83662236,120,48.3333,6.845311431,0.378785264
10238,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2014 00:00,7.17,23,-50.70000948,20.1,6.968928929,0.006509431
2023,KUDLUR,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,3,01-01-2015 00:00,7.6,26,40.09669922,67.25,8.04,1.88
4616,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,6.97,27,230.7478792,68.4,5.52,0.39
5139,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,8.7,23.4,186.4221147,125.2221133,7.318018331,1.807269971
5854,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,8.02,25.5,149.2754995,119.0939427,8.1,1.5
6231,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,8.21,26.5,449.4265683,217.293,6.8,2.695841317
6376,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,7.85,24.5,317,235.833,8.268334593,1
6697,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,7.22,21.5,-4.93655241,68.35,6.49,3.33
7286,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-01-2015 00:00,6.84,25,58.91948847,24.15,5.96,0.2
7549,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2015 00:00,8.15,25.5,674.0755285,354.95,6.68,4.731593654
8029,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-01-2015 00:00,7.1,22.5,158.9623154,127.3506769,6.389179463,1.890771744
8272,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-01-2015 00:00,7,24.50362652,93,67.88196383,6.524701853,0.715549177
8450,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2015 00:00,7,22.5,158.9607578,127.3506463,6.324127453,1.890767931
10233,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2015 00:00,7.1,25.35217952,40,23.417,6.578639294,-0.057471755
4592,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,8.21,25.5,237.4541281,114.137,6.771996908,1.507048757
5146,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,7.9,25.5,432,192.633512,5.782747699,2.937867126
5857,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,7.4,27,197.8702187,70.5,6.287586036,0.672138588
6226,CHUNCHUNAKATTE,Mysore,MYSORE,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,8.46,25.5,350.3151968,154.736,6.25,2.525312267
6381,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
6614,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,7.78,25.26184046,159.6742813,81.6667,6.713448371,0.95557667
7299,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-01-2016 00:00,7.1,23.5,90.55471392,56.3,5.83,1.204660151
7652,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2016 00:00,7.94,27,247.0867453,116.668,7.16,1.2
8022,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-01-2016 00:00,8.5,26.88570756,488,192.125,5.878793397,2.895080794
8284,THIMMANAHALLI,Hassan,HASSAN,Cauvery Basin,Cauvery Upper,1,01-01-2016 00:00,8.5,26.39188549,308,121.313,6.500230548,1.655923241
8439,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2016 00:00,6.9,24,204.6839971,123.8021945,6.072419969,1.75149282
10227,Bendrahalli,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2016 00:00,6.6,23,-67.69492192,12.1,6.643433344,-0.132242611
4603,SAKLESHPUR,Hassan,Shaklespur,Cauvery Basin,Cauvery Upper,1,01-01-2018 00:00,7.88,29.5,285.0698786,56.8812,5.8,1
5006,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-01-2018 00:00,7.91,27,177.1891897,60.7563,6.674525634,0.503184724
5865,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-01-2018 00:00,7.72,25,112.0098457,63.3937,6.808776471,0.653112212
6624,AKKIHEBBAL,Mandya,KRISHNARAJPET,Cauvery Basin,Cauvery Upper,1,01-01-2018 00:00,8.59,26,411.0234826,189.226,6.7,2.2
7531,T. BEKKUPE,Bangalore Rural,RAMANAGARAM,Cauvery Basin,Cauvery Middle,1,01-01-2018 00:00,7.86,27,428.2886065,220.299,7.27,2.166297308
8733,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-01-2018 00:00,8.19,27,758.5134261,377.162,6.66,4.8236452
5109,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1979 00:00,7.6,28,463.141915,57.325,2.52,0.52
7369,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1979 00:00,8.43,28,433.5002937,164.8,6.287247625,2.255386349
8905,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1979 00:00,8.04,25,505.7392675,248.825,5.966922401,3.868795581
4949,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1980 00:00,7.8,29,142,135,9.219557229,0.9
6975,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1980 00:00,8.19,29.42254607,500,134.957,5.109776486,1.896651903
8084,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1980 00:00,8,25.57823486,322,147.7111418,6.305047775,2.112211874
8627,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1980 00:00,8.26,20,310.7415172,207.168,6.57,0.4
4915,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1981 00:00,7.36,28.5,299.2172032,58.8438,4.81,1.6
5783,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1981 00:00,8.44,25.5,670.5057985,344.962,6.62,4.774809554
8877,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1981 00:00,8.01,25,369.1029193,184.474,6.311799779,2.752846279
5165,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1982 00:00,8,23.11487013,107,109.613,7.441356964,1.449010825
5806,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1982 00:00,7.38,26.5,141.6249097,52.3438,6.445582679,0.38332995
7457,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1982 00:00,8.3,22.5,323.5017224,204.662,6.727114366,3.233194597
7915,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1982 00:00,6.8,25,235.1656375,121.4365498,5.882930976,1.658641476
8595,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1982 00:00,8.32,28.5,557.7309965,214.976,5.863368594,3.099464625
5044,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1983 00:00,7.4,26.1,317.5834479,141.881,6.006137937,1.95688697
5827,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1983 00:00,8.18,24,361.5366128,197.576,6.484589001,3.032160116
7001,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1983 00:00,7.11,25,176.8882548,44.25,4.9,0.59
7892,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1983 00:00,8.2,30.86754947,666,175.801,4.335329432,2.612174177
8853,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1983 00:00,8.32,32,546.8461632,104.613,4.6,0.8
4777,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1984 00:00,6.97,24.5,86,50,5.055117479,5.9
5900,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1984 00:00,8.01,28,391.240478,144.9,6.126714759,1.910274552
7037,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1984 00:00,7.3,26,140,81.917,6.900541713,0.69
7860,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1984 00:00,7.5,23.61850056,150,117,6.886617612,1.578565955
8570,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1984 00:00,8.2,24,630,295.091358,5.187466042,4.880819753
4791,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1985 00:00,7.2,28,88,16.13621398,6.699916492,-0.404867755
5909,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1985 00:00,7.78,25.5,225.4786607,108.5,6.524193402,1.409279636
6472,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-02-1985 00:00,8.33,25.04582088,438.2894404,216.343,6.334496604,3.303009471
7058,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1985 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
7776,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1985 00:00,8.44,27.5,467.1828368,225.351,7.36,2.4
8555,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1985 00:00,7.9,28,326.6323647,114.3400436,6.225192131,1.380140822
5033,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1986 00:00,8.25,25.5,205.8835173,99.268,6.882214666,1.249198101
7346,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1986 00:00,7.92,30,918.0919261,338.062,4.4,3.4
8154,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1986 00:00,8.08,28.62708481,263,45.3125,5.886950328,0.327821049
8818,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1986 00:00,8.3,26,417.2263484,218.807,7.22,2.540252382
6023,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1988 00:00,8.75,27.5,268.7996432,95.5625,6.955673158,1.080758601
7475,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1988 00:00,7.13,23,80,58.333,5.980398032,1.4
8127,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1988 00:00,7.3,26.5,323,133.7528663,5.828761122,1.81426351
8530,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1988 00:00,7.13,24.38866001,46,50,6.783272851,0.406937466
5154,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1989 00:00,7.3,26.5,250,103.8471604,6.116333042,1.269398467
6032,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1989 00:00,7.13,27.5,168.3170409,48.25,6.169742183,0.260229853
7487,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1989 00:00,8.39,24,491.7110046,272.155,6.69,3.973111279
8115,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1989 00:00,8.2,25.8,259.5740019,119.5444865,6.694109523,1.584416831
8796,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1989 00:00,8.25,25.03027465,458.340331,226.036,6.229429984,3.47195612
4864,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1990 00:00,8.15,27,337.6344019,136.319,6.402770207,1.813569801
5964,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1990 00:00,7.3,23.5,189.4486285,124.9851239,6.394846499,1.797931838
7153,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1990 00:00,7.4,23.5,186,106.75,6.32791923,0.62
8213,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1990 00:00,6.9,27,296.133591,116.705352,5.699109019,1.472950225
8967,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1990 00:00,7.1,22.5,76,55.083,5.967337824,0.6
4974,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1991 00:00,8.2,25.5406672,314,144.9213817,6.465566607,2.063411296
5977,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1991 00:00,7.9,25.20436444,233.8049812,117.5,6.595487056,1.580156802
7139,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1991 00:00,8.548169142,25.19970897,241.1123543,120.9825448,6.997433575,1.640552548
8202,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1991 00:00,7.2,26,265.6550658,119.0710579,6.018702031,1.565809196
8953,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1991 00:00,7.75,23,317.8738166,193.682,6.363307656,3.016716001
5221,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1992 00:00,7.75,25.22621019,205.6289259,103.881,6.572410809,1.342771852
5989,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1992 00:00,7.7,24.42071948,120,83.3333,6.934521624,0.990129476
7127,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1992 00:00,7.92,23,269.4893042,165.833,6.77,1.01
8190,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1992 00:00,8,25.33873891,184,90.1575,6.752796586,1.110144798
8675,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1992 00:00,8.17,22,264.5607251,185.237,6.820738523,2.92237922
5073,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1993 00:00,7.08,27,148.48572,47.2438,6.211109911,0.268828365
5885,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1993 00:00,7.9,26.5,286.3481845,120.5,6.397912714,1.565284098
6316,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-02-1993 00:00,7.81,28.5,127.3981303,49.7875,7.5,1
7115,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1993 00:00,8.22,28,397.0976978,144.614,6.4,0.8
8177,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1993 00:00,9,27,57,17.65673293,7.986119354,-0.326295782
8947,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1993 00:00,8.41,22,406.7088225,266.111,7.02,3.983015809
4874,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1994 00:00,8.3,27,515.4325525,220.055,6.026186,3.265689789
6127,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1994 00:00,8.2,25,400,183.25,6.1,0.5
6326,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-02-1994 00:00,8.16,26,153.6552415,66.3375,6.941943602,0.652078693
7104,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1994 00:00,8.67,25,437.7121438,216.782,6.558196038,3.313140607
7848,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1994 00:00,7.32,23,106,89.167,6.686431847,0.6
8936,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1994 00:00,8.38,23,404.6048776,234.525,6.541858165,3.725019731
5067,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1995 00:00,8.28,26,496.5143942,227.812,6.105642983,3.452306403
6139,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1995 00:00,7,20.5,97.99436188,132.0818747,6.57300142,2.076462994
7090,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1995 00:00,7.57,23.97926975,324,188.333,6.355923071,2.826750808
8074,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1995 00:00,6.8,27,296.1320334,116.7053214,5.634057009,1.472946413
8662,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1995 00:00,7.44,22.5,110,90,6.277517675,2.1
4809,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1996 00:00,8.1,32.56528475,932,256.52,3.148617131,4.025458652
6152,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1996 00:00,7.9,30,130,4.877758879,7.00383636,-0.711594323
7078,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1996 00:00,7.68,26.5,120,106.667,7.565544935,3.19
8062,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1996 00:00,6.6,20.5,97.98813158,132.0817524,6.312793381,2.076447743
8931,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1996 00:00,8.4,22,252.1811004,200.799,7.65,2.67089452
4993,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1997 00:00,7.78,37.38249476,889,117.62,2.052325508,1.598701675
6165,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1997 00:00,7.8,25.47220499,30,15.8333,7.037586488,-0.190040907
6345,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-02-1997 00:00,6.64,25.5,17.8689016,24.15,6.63,0.19
7404,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1997 00:00,8.22,24,510.853485,144.832,3.2,0.8
8919,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1997 00:00,8.53,26,422.1655612,203.745,7.24,0.6
4888,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1998 00:00,8.5,24,411.9764266,243.3,7.24,3.255084488
6176,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1998 00:00,7.88,23.61069702,26,60,7.492120259,0.581383612
6352,K.M. VADI,Mysore,HUNSUR,Cauvery Basin,Cauvery Upper,1,01-02-1998 00:00,7.26,27,381.0019551,156.75,5.708115363,2.167845465
7393,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1998 00:00,8.32,25,460.6872505,227.605,6.269227973,3.50081668
7987,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1998 00:00,8.2,29.38514506,373,77.3075,5.489415583,0.88807452
8647,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1998 00:00,8.18,25.11573387,503.7705296,252.062,6.26,3.736342424
4900,KUDIGE,Kodagu,SOMVARPET,Cauvery Basin,Cauvery Upper,1,01-02-1999 00:00,8.63,32,800.9223994,218.013,4.5,0.1
6190,M.H. HALLI,Hassan,HOLENARSIPUR,Cauvery Basin,Cauvery Upper,1,01-02-1999 00:00,7.03,22,228.2501432,168.144,6.175936559,2.625920785
7381,T. NARASIPUR,Mysore,TIRUMAKUDAL-NARSIPUR,Cauvery Basin,Cauvery Middle,1,01-02-1999 00:00,8.3,24,409.2976036,220.069,6.43528286,3.422228447
7976,T.K.HALLI,Mandya,MALVALLI,Cauvery Basin,Cauvery Middle,1,01-02-1999 00:00,7.4,26.86421533,596,243.2346772,4.873446447,3.78339575
8636,KOLLEGAL,Chamarajanagar,KOLLEGAL,Cauvery Basin,Cauvery Middle,1,01-02-1999 00:00,8.44,20.5,164.4518645,219.599,9.05,2.18880581
